f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,estado
-0.19681,0.53512,-0.42508,-0.89827,-0.63901,1.06722,0.61809,0.47849,-0.1788,0.383,-0.33032,-0.66859,0.63908,-0.61192,-0.50649,-0.39408,-0.89491,0.6554,-0.7434,-0.73434,-0.10598,-0.83186,0.67774,-0.65949,-0.67647,ac
1.32668,0.82955,0.71491,0.49923,-0.77161,-0.99991,-0.79577,0.51588,0.27026,0.46358,0.05588,2.93285,-3.4511,3.5189,1.41279,-0.30316,2.75992,-2.80332,3.23475,1.23072,-0.3164,2.94974,-3.52545,3.61161,1.39537,v/at
0.16737,0.19465,1.60225,0.69501,0.57762,-0.14806,-0.42349,-1.07405,-1.00455,-0.62376,-0.34144,0.58748,0.73156,0.02826,1.00021,-0.97865,0.4921,1.11045,0.08686,0.93145,-0.43559,0.51816,0.69486,0.01379,0.96765,v/at
0.15355,-0.45334,1.25875,0.94895,0.36298,-0.46356,-0.31792,-0.74734,-0.70508,-0.42654,1.03156,-0.17632,0.09139,-0.23341,0.38631,-0.34991,0.17047,0.60222,-0.12153,0.72261,0.12951,-0.01334,0.31863,-0.25249,0.60456,v/at
-0.01737,-0.01778,1.24156,0.55265,0.22813,-0.47656,-0.26766,-0.59635,-0.52522,-0.08053,0.20466,-0.40771,0.39476,-0.48974,0.19892,-0.16297,-0.18268,0.53906,-0.45169,0.41564,-0.2182,-0.34086,0.51013,-0.50812,0.27403,v/at
-1.28035,-1.8523,0.48162,1.0244,1.63006,0.44891,0.14712,-1.16819,-0.72419,-2.06624,1.26867,-0.67545,0.41505,-0.54396,-0.25724,0.05601,-0.32822,0.6731,-0.49576,0.34999,0.54289,-0.52118,0.53315,-0.5344,0.02851,v/at
-0.34417,-1.33177,1.87827,1.4063,0.29914,-0.27826,0.16193,-1.14406,-0.92496,-0.94781,1.09422,-0.53468,0.41918,-0.50618,0.01086,-0.18944,-0.44709,0.67402,-0.52576,0.25888,0.47494,-0.45335,0.53495,-0.50571,0.15637,v/at
-0.16717,-0.87142,1.27979,0.7344,0.41894,-0.36915,-0.11773,-0.53193,-0.64654,-0.4095,1.41268,-0.55036,0.42535,-0.5381,-0.02027,0.99771,-0.30398,0.61296,-0.50541,0.26917,1.19583,-0.47088,0.55574,-0.54759,0.09246,v/at
1.50777,1.33985,0.26248,-0.66143,-0.38757,0.63463,-0.12387,-1.07583,-0.73289,0.97232,-0.40517,0.44826,0.95793,-0.01304,0.78354,-0.55893,0.11112,1.14147,-0.18619,0.58456,-0.16937,0.25156,0.91417,-0.14161,0.68755,ac
1.2101,0.8245,1.14566,0.0917,-0.23699,-0.61022,-0.68183,-0.29071,-0.65231,0.94936,-0.67542,0.05044,0.95038,-0.21395,0.58921,-1.4609,-0.19848,1.10661,-0.28648,0.38703,-0.6987,0.01728,0.88722,-0.21225,0.56464,v/at
0.00142,0.33773,0.54492,0.42555,0.02292,-0.46407,0.10241,-0.3248,-0.32383,-0.00903,1.15396,-0.25251,-0.42688,0.05303,-0.16204,1.70339,-0.081,-1.32205,0.43855,-0.17687,1.18202,-0.19684,-0.62364,0.24817,-0.16747,v/at
0.3289,-0.38635,1.27095,0.68442,-0.02223,-0.95668,-0.28654,-0.05398,-0.33279,0.17975,0.92494,-0.46078,0.17773,-0.44579,-0.09341,1.61973,-0.46932,-0.06769,-0.4131,-0.12168,1.08727,-0.48049,0.22923,-0.46415,-0.13155,v/at
-1.25752,-1.464,0.47255,1.26209,0.75608,-0.15513,0.63876,-0.77539,-0.54647,-1.32539,1.27133,-0.64713,0.20051,-0.46101,-0.52129,1.78351,-0.58304,-0.06881,-0.40567,-0.35084,1.40901,-0.64851,0.2648,-0.49206,-0.54044,v/at
-1.26316,-1.50832,-0.17504,0.69432,1.85091,0.83547,-0.02502,-0.7073,-0.83528,-2.17282,0.7112,-0.68552,0.40538,-0.52659,-0.30494,-1.31736,-0.22212,0.99074,-0.41307,0.40186,-0.69891,-0.31112,0.64419,-0.48072,0.32621,v/at
-0.83197,0.64814,0.03797,-0.06635,1.34733,0.2136,-0.32254,0.60097,-0.60919,-1.46381,0.99411,-0.06602,-0.41161,0.2468,0.29503,-0.58858,1.40993,0.38495,0.73616,1.08833,-0.28857,1.12296,-0.06469,0.4603,1.09748,v/at
0.39227,0.8082,0.95252,-0.20524,0.01754,0.13145,0.12024,-0.7066,-0.78649,0.27432,-1.79625,-0.40193,0.2508,-0.39103,0.07407,-1.57535,-0.62005,0.36111,-0.57856,-0.14944,-2.11735,-0.44727,0.34192,-0.43839,0.00776,v/at
-0.42252,-0.31072,-0.24494,-0.21647,0.81825,1.31942,0.51259,-1.04099,-0.94362,-0.86413,-1.71156,-0.72955,0.58069,-0.58094,-0.45929,-1.43672,-0.79115,0.43379,-0.65004,-0.58579,-2.05755,-0.68163,0.52327,-0.56571,-0.40823,ac
-0.48305,0.21367,-0.5417,-1.01705,-0.48646,0.93909,1.23786,0.12627,0.08385,0.23714,-1.81388,-0.80011,0.66771,-0.63993,-0.90517,-1.37371,-0.98255,0.67989,-0.75838,-1.15823,-2.09256,-0.94148,0.70222,-0.68115,-1.08506,ac
-0.53006,-0.11308,-0.12733,-0.76607,0.81379,1.29402,0.48105,-0.76383,-0.88267,-0.37466,-1.97219,-0.92548,0.62804,-0.64452,-0.94086,-1.59293,-1.03423,0.64961,-0.75531,-1.1783,-2.21452,-0.91969,0.69596,-0.66929,-0.95383,ac
-0.44485,0.81767,-0.42506,-1.14753,-0.60037,0.86924,1.07115,0.71839,0.03075,0.21067,-1.76689,-1.03487,0.59649,-0.65707,-1.54872,-1.30115,-1.10706,0.62552,-0.76475,-1.69083,-2.04581,-1.02169,0.6749,-0.68256,-1.51277,ac
-0.38754,0.44579,-0.99122,-1.09567,-0.47716,1.80927,1.70106,-0.49782,-0.53181,0.06487,-1.92674,-0.99289,0.61446,-0.65075,-1.35727,-1.4384,-1.07741,0.64622,-0.76174,-1.48807,-2.18655,-0.98879,0.6984,-0.6787,-1.35352,ac
-0.9767,-0.62487,-0.71441,-1.22782,1.05079,1.39179,1.23555,1e-05,-0.35682,-1.07119,-2.46951,-0.95075,0.65067,-0.64721,-1.16894,-2.04746,-1.04724,0.65648,-0.75755,-1.36579,-2.66118,-0.97044,0.69686,-0.67943,-1.18314,ac
-0.09666,0.77571,-0.53914,-0.90418,-0.06729,0.18806,0.70053,0.06763,-0.02065,0.63386,-1.36267,-0.82644,0.53859,-0.60803,-0.7787,-0.90436,-0.96874,0.51534,-0.71196,-1.07086,-1.58595,-0.88539,0.54969,-0.62685,-1.01886,ac
0.14971,0.19102,0.22858,-0.37023,-0.17636,0.1395,0.416,0.16707,-0.4976,0.46352,-1.3932,-0.74347,0.53577,-0.58232,-0.42464,-1.14524,-0.85564,0.55652,-0.69912,-0.57639,-1.70031,-0.7663,0.57511,-0.60372,-0.53519,ac
-0.62672,-0.45166,0.06441,-0.15166,0.71682,0.49069,0.15043,-0.06939,-0.58876,-0.49616,-1.18945,-0.89204,0.57576,-0.63351,-0.83596,-0.79808,-0.96921,0.56055,-0.73393,-0.94522,-1.4669,-0.88421,0.62256,-0.65548,-0.85598,ac
-0.85944,-0.74033,-0.41267,-0.42888,0.25166,0.71828,0.85887,0.58504,-0.10999,-0.69555,-1.14764,-0.9305,0.55088,-0.63281,-1.02722,-0.76519,-1.04505,0.57225,-0.74302,-1.34913,-1.47864,-0.95106,0.61379,-0.65528,-1.22199,ac
-0.55522,0.05454,-0.2184,-0.64561,0.37145,0.84843,0.56015,-0.31914,-0.43723,-0.15092,-1.14339,-0.83578,0.53684,-0.60905,-0.67988,-0.71586,-0.95458,0.54278,-0.72379,-0.86189,-1.36801,-0.88069,0.59454,-0.64286,-0.86388,ac
-0.9126,-0.7424,-0.77384,-0.9594,0.13583,0.70902,1.77903,0.43941,0.06673,-0.35223,-1.22526,-0.9135,0.64673,-0.65066,-1.18803,-0.88131,-1.05635,0.66081,-0.76533,-1.40129,-1.50357,-0.99864,0.69772,-0.68513,-1.32698,ac
-1.71386,-0.52351,-1.70553,-1.01547,-0.76577,1.0807,1.85069,1.70416,1.39741,-0.93563,-1.5242,-0.98343,0.55629,-0.64222,-1.37555,-1.45412,-1.05785,0.53,-0.74235,-1.85852,-1.90548,-0.98695,0.58348,-0.66133,-1.8394,ac
-1.52805,-1.52762,-1.60256,-0.92257,-0.06737,1.96767,1.63003,0.41639,0.24318,-0.78034,-1.43926,-1.09788,0.60038,-0.66415,-2.04983,-1.11062,-1.13836,0.64215,-0.77015,-1.92956,-1.77793,-1.08181,0.68334,-0.69099,-1.94668,ac
-1.19413,-0.42733,-1.03108,-0.74292,-0.33742,1.36747,2.20287,0.13693,-0.16909,-0.55449,-1.61991,-1.07489,0.60306,-0.66291,-1.7676,-1.25729,-1.13132,0.64007,-0.76975,-1.78951,-1.92157,-1.06099,0.68635,-0.68943,-1.73265,ac
-0.37214,-0.70075,-0.64519,-0.75132,0.03193,0.8175,0.52943,0.70861,0.11564,-0.19922,-1.43306,-0.83349,0.65175,-0.64366,-0.91401,-1.0251,-1.00041,0.66738,-0.75989,-1.16337,-1.71012,-0.94456,0.69538,-0.6807,-1.02928,ac
-2.0893,-2.35809,-1.19482,0.26792,2.28215,1.36924,0.37018,-0.5482,-0.5319,-2.38151,-1.6446,-0.98026,0.58776,-0.65677,-1.0792,-1.60469,-0.98075,0.57253,-0.75446,-1.01903,-2.24753,-0.93277,0.64858,-0.67953,-0.94948,ac
-2.01591,-1.71082,-1.37293,-0.82741,1.14634,2.01483,1.71095,-0.11878,-0.30302,-1.72872,-1.68159,-1.07202,0.5987,-0.66253,-1.71242,-1.28543,-1.11339,0.63307,-0.76835,-1.58428,-1.80231,-1.05369,0.67916,-0.6893,-1.61557,ac
-1.34835,-0.30186,-1.26907,-0.96064,-0.89546,0.97806,1.74678,1.34909,0.8665,-0.31107,-1.76951,-0.84621,0.66761,-0.6464,-1.27285,-1.39555,-1.02124,0.6779,-0.76359,-1.64219,-1.828,-0.99993,0.69898,-0.68688,-1.46202,ac
-0.97231,0.16181,-1.14777,-1.38533,-1.70472,1.11737,1.46627,1.5944,1.61125,0.11932,-1.82018,-0.90403,0.64994,-0.65278,-1.48108,-1.34058,-1.04214,0.67187,-0.76564,-1.73041,-2.14083,-1.00981,0.6971,-0.68841,-1.54286,ac
-0.26775,-0.07212,-0.80901,-1.44449,-1.15641,1.47881,1.38558,0.50369,0.5689,0.41703,-1.99616,-1.06571,0.62225,-0.66025,-1.94691,-1.52944,-1.1406,0.65491,-0.76933,-2.17067,-2.28717,-1.06204,0.70512,-0.68803,-1.95239,ac
-0.69154,0.80919,-0.99408,-1.08534,-1.34743,0.82415,1.44025,1.23867,0.55168,0.52202,-1.60802,-1.06988,0.61892,-0.66147,-2.00412,-1.22686,-1.1365,0.65519,-0.76964,-2.16076,-1.98663,-1.06848,0.70173,-0.6891,-2.00314,ac
-0.69176,0.46672,-0.50812,-1.43871,-1.31939,1.165,1.26005,1.37862,0.48861,0.50164,-1.4701,-1.0805,0.61501,-0.66169,-2.07108,-1.19511,-1.14648,0.65029,-0.76994,-2.19486,-1.672,-1.07683,0.69789,-0.68927,-2.08492,ac
-1.22372,-0.2322,-0.91738,-0.79024,1.52871,0.72843,0.43711,0.70833,-0.38332,-1.22918,-1.56304,-0.89448,0.6382,-0.64454,-0.85788,-1.40701,-0.9409,0.63912,-0.74598,-0.72278,-1.89077,-0.89799,0.66868,-0.67342,-0.82548,v/at
-0.96547,-0.15614,-0.37807,-1.18042,0.34087,0.63398,0.22325,0.47349,-0.16836,0.71397,-1.45186,-1.02097,0.61063,-0.65881,-1.35646,-1.26845,-1.10394,0.63197,-0.76825,-1.48645,-1.7278,-1.01602,0.68309,-0.68667,-1.3414,v/at
-2.00527,-0.78323,-1.85011,-1.23131,-0.55535,1.65807,2.82304,1.56342,0.64688,-1.19826,-1.82028,-1.13482,0.59293,-0.66648,-2.52278,-1.67245,-1.18394,0.63224,-0.77303,-2.6105,-2.14594,-1.1242,0.67879,-0.69356,-2.55148,ac
-0.47838,0.66305,-0.76488,-1.4402,-1.1499,0.80066,1.33411,1.08698,1.38675,-0.13909,-1.81977,-1.08884,0.61665,-0.66187,-2.23297,-1.52374,-1.14798,0.6546,-0.76967,-2.36931,-2.17294,-1.07983,0.70308,-0.68917,-2.2443,ac
-0.44928,-1.25933,1.01436,0.42289,-0.4119,0.05782,1.001,-0.18969,-0.28257,-0.36752,-1.11798,-0.98245,0.53966,-0.65166,-1.23852,-0.2992,-1.03288,0.55902,-0.75394,-1.23722,-1.47201,-0.97667,0.62673,-0.67873,-1.23092,v/at
-0.27618,0.10295,-0.3056,-0.43604,0.26343,-0.32663,-0.08082,0.72458,0.13845,0.37369,1.29982,-0.82999,0.44394,-0.58257,-0.68819,1.23938,-0.66773,0.38205,-0.60525,-0.13605,1.08658,-0.79005,0.53435,-0.61062,-0.5369,v/at
0.40511,0.11982,-0.38657,0.15381,0.41013,-0.73896,-0.75682,0.00511,0.03976,0.68299,0.79087,-0.0314,-0.07515,-0.11968,0.47461,0.39093,0.11604,-0.11793,-0.0231,0.53881,0.5431,-0.02459,-0.02775,-0.12263,0.46655,v/at
-0.11424,-0.54699,-0.18887,-0.60544,0.35422,1.01759,0.08486,-0.74381,-0.19863,-0.02443,1.01286,-0.64438,0.54128,-0.52415,-0.26158,0.66927,-0.65146,0.75722,-0.64621,-0.31262,0.8301,-0.6835,0.62525,-0.54417,-0.34774,v/at
0.15594,0.202,0.03551,-0.65796,0.25896,0.96295,-0.13833,-0.88811,-0.3547,0.16945,1.30135,-0.57347,0.6575,-0.58752,-0.12748,1.02202,-0.56646,0.83703,-0.65097,-0.15922,1.22891,-0.62516,0.75002,-0.6199,-0.18234,v/at
0.60422,0.48643,0.28465,-0.42137,-0.24053,-0.20336,0.92503,-0.13981,-0.50995,0.56424,1.27108,-0.90963,0.51294,-0.6327,-0.95178,1.83163,-0.98103,0.54191,-0.73971,-0.96567,1.60037,-0.91655,0.60303,-0.66324,-0.98316,ac
0.16035,-0.22573,0.30697,-0.04509,0.58734,0.45425,-0.36697,-0.93681,-0.57428,-0.06454,1.49717,-0.5364,0.53471,-0.56164,-0.03277,1.5752,-0.50022,0.61188,-0.61936,0.0608,1.58193,-0.55728,0.60718,-0.58909,-0.04644,v/at
-1.75532,-1.73724,-1.39608,-0.87079,-0.03332,0.96182,1.1883,1.08881,1.54816,-1.07213,2.16453,-1.03975,0.54638,-0.65219,-1.66351,2.08566,-1.01356,0.53043,-0.7366,-1.24964,1.95457,-0.99808,0.60308,-0.66776,-1.51686,v/at
-1.14352,-0.87508,-0.94969,-0.82295,0.1292,0.59071,0.57404,0.86208,0.82748,-0.32793,2.17216,-1.01737,0.53823,-0.6459,-1.49615,2.05074,-0.99616,0.51983,-0.73037,-1.07269,2.07017,-0.98559,0.60673,-0.6648,-1.35186,v/at
0.70016,0.94928,0.82393,-0.51602,-0.26177,0.00271,0.40085,-0.74478,-0.67341,0.85796,1.2595,-0.7366,0.4581,-0.58175,-0.39491,1.83301,-0.84011,0.46558,-0.68841,-0.49089,1.66639,-0.75321,0.54619,-0.61363,-0.44012,ac
-0.91924,-0.16188,-1.08547,-1.0477,-0.66601,0.09819,0.70827,1.45775,1.65831,0.11909,2.1489,-0.9559,0.43295,-0.58289,-1.45266,2.05842,-0.93146,0.34328,-0.64168,-1.25176,1.99338,-0.92267,0.50392,-0.61146,-1.35114,v/at
0.63809,0.51957,-0.27399,0.28974,0.14334,-1.37505,-1.09502,0.56647,0.29382,1.03134,1.17138,0.29639,-0.53882,0.17637,0.59345,1.08119,0.65685,-1.11676,0.62698,0.71768,1.0765,0.35386,-0.65176,0.28837,0.62639,v/at
-0.64509,-0.00126,-0.40573,-0.88412,-0.364,-0.23396,0.32395,1.39579,1.02442,0.34213,2.078,-0.99835,0.49328,-0.60598,-1.444,1.91475,-0.97905,0.46433,-0.70159,-1.15368,1.74063,-0.94922,0.55405,-0.6257,-1.24278,v/at
0.87864,0.77458,0.56321,-0.47007,-0.61907,-0.28813,0.57356,-0.09772,-0.41968,1.04147,0.54766,-0.84601,0.52197,-0.60812,-0.69509,1.31085,-0.95075,0.51795,-0.7158,-0.84331,0.91394,-0.8524,0.57806,-0.63416,-0.74164,ac
-1.20282,-0.26523,-1.30864,-1.20588,-0.95425,0.34487,0.98815,1.72291,1.93935,0.03928,1.64369,-1.01142,0.52967,-0.64276,-1.4685,1.91541,-0.95459,0.4824,-0.70509,-1.18391,1.5733,-0.96689,0.56861,-0.65343,-1.42376,v/at
-0.67491,-1.05127,-0.3361,0.5196,0.76593,-0.36943,-0.67793,0.08695,0.28817,-0.37314,0.14451,-0.34678,0.17979,-0.38885,0.14536,0.0889,-0.16165,0.051,-0.31076,0.26585,0.13082,-0.32289,0.22752,-0.39783,0.16288,v/at
-1.41704,-0.85163,-1.36268,-1.2078,-0.71787,0.49972,0.69535,1.86626,2.22155,-0.33777,1.04785,-1.04105,0.55534,-0.65745,-1.66671,1.08083,-1.03334,0.55951,-0.74391,-1.47136,0.908,-1.0042,0.61573,-0.67619,-1.61153,v/at
-1.08059,-1.38362,-0.21082,0.02988,1.17087,1.55576,0.25362,-1.22889,-0.59004,-1.47722,1.19305,-0.69509,0.56668,-0.59706,-0.28946,1.10129,-0.67953,0.66477,-0.67119,-0.21318,1.23506,-0.74905,0.65136,-0.63551,-0.40841,v/at
-0.65211,1.20345,-0.95669,-1.30752,-0.71691,0.24518,1.21153,1.55558,0.69493,0.32216,-0.11017,-1.07234,0.58603,-0.6627,-1.71932,0.69777,-1.13745,0.62962,-0.76991,-1.86787,0.36859,-1.07254,0.66946,-0.68985,-1.86414,ac
-0.40692,-0.84838,-0.08729,1.15025,1.39594,0.04959,-0.9108,-1.32976,-0.79674,-0.80845,-0.319,-0.34177,0.27644,-0.42601,0.20154,-0.12979,-0.29738,0.04509,-0.43279,0.16343,0.01177,-0.24455,0.19048,-0.39716,0.19176,v/at
0.18804,-0.49069,0.58438,0.68395,-0.24254,-0.35423,0.15427,-0.38865,-0.16476,-0.09581,-0.1966,-0.39652,0.30677,-0.4473,0.0877,0.24307,-0.57949,0.27382,-0.5622,-0.09362,0.34228,-0.51043,0.32484,-0.48563,-0.12984,v/at
-1.38056,1.09576,-1.86891,-1.57318,1.47926,1.14254,-0.15684,0.9316,0.49549,-1.11845,-0.10392,-0.51416,0.53665,-0.51568,-0.21984,-0.16933,0.12396,-0.38336,-0.23876,-0.17623,-0.04196,-0.2204,0.14048,-0.45306,-0.30265,v/at
0.04381,1.41083,-0.54757,-1.42264,-1.4915,0.1344,1.26979,1.15286,0.95446,1.04745,-0.36249,-0.69078,0.40429,-0.47252,-0.93233,0.31094,-0.82286,0.09932,-0.39628,-1.20546,0.30202,-0.79166,0.23878,-0.39602,-1.11937,ac
1.2532,2.01831,0.40875,-0.89651,-1.26439,0.03115,0.23913,0.05436,-0.20446,1.56638,-1.04015,-0.389,-0.12499,-0.09235,-0.25007,-0.66053,-0.59999,0.02623,-0.35926,-0.33137,-0.36073,-0.48103,0.02438,-0.21631,-0.34244,v/at
0.15597,0.00495,0.68954,0.61416,-0.91223,-0.54702,-0.17207,0.03678,0.19342,0.56547,-0.11283,-0.38552,0.20278,-0.39472,0.04948,0.4039,-0.57776,0.19474,-0.5288,-0.15246,0.29311,-0.48509,0.23302,-0.43769,-0.15135,v/at
-0.00054,-0.33814,1.01416,1.54981,-0.19171,-0.97291,-0.59156,-0.32742,-0.33229,-0.11607,-0.83947,-0.31293,0.18222,-0.37022,0.1386,-0.55671,-0.44648,0.15535,-0.45657,0.01288,-0.48635,-0.29271,0.13382,-0.35629,0.10423,v/at
-0.25296,-0.88737,0.87233,1.54999,0.33336,-0.36223,-0.57529,-0.76112,-0.63138,-0.6911,-0.97468,-0.31348,0.19766,-0.38988,0.15773,-0.58557,-0.43911,0.16413,-0.48983,0.0642,-0.613,-0.31675,0.19789,-0.40172,0.11563,v/at
0.54915,-0.29447,0.59825,1.54236,0.5568,-1.1126,-1.05879,-0.72432,-0.56315,-0.13774,-0.51056,0.34523,-0.09669,-0.03106,0.78305,-0.76813,0.24039,-0.09278,-0.11578,0.7491,-0.6612,0.40927,-0.13588,-0.00387,0.80328,v/at
-0.45377,0.53483,-0.44251,-1.0303,-0.72159,0.64432,1.16341,0.73784,0.29128,0.25564,-0.74551,-0.95134,0.53363,-0.60154,-1.28675,-0.206,-1.04886,0.56594,-0.72929,-1.50929,-0.12842,-0.96677,0.6281,-0.64981,-1.36754,ac
-1.01956,-2.14597,0.75363,1.71824,0.85664,0.37729,-0.18618,-1.38526,-0.64973,-1.6988,0.07191,-0.39315,0.3005,-0.46777,0.1483,0.34743,-0.51039,0.30742,-0.56288,0.07976,0.28365,-0.44623,0.34177,-0.4932,0.02537,v/at
-0.94831,-1.67362,0.28259,1.25639,1.23167,0.15344,-0.2672,-0.80049,-0.34147,-1.84156,0.24334,-0.0436,0.0826,-0.29938,0.47032,0.07581,0.20431,-0.02148,-0.16513,0.68209,-0.01938,0.02054,0.03484,-0.26769,0.49507,v/at
0.32313,-0.18641,0.3693,1.14168,1.06635,-0.68268,-1.15825,-0.52897,-0.56742,-0.70123,0.35364,0.48183,-0.21014,0.09147,0.87153,-0.29566,0.64079,0.00951,0.21452,1.00445,-0.15528,0.60372,-0.13784,0.15815,0.97039,v/at
-1.4078,-1.95136,0.59105,1.39035,1.16328,0.72385,0.22515,-1.34925,-0.84968,-2.05594,0.19626,-0.62137,0.47865,-0.55692,-0.17215,0.52584,-0.68976,0.48189,-0.65529,-0.17555,0.57155,-0.64899,0.50337,-0.58827,-0.27382,v/at
-1.75268,-2.86962,1.05015,1.99036,2.03058,0.80155,-0.3084,-1.93827,-1.19071,-2.90887,0.17402,-0.34102,0.34305,-0.46659,0.25844,0.11848,-0.27743,0.35546,-0.49675,0.42325,0.12613,-0.30078,0.34973,-0.4671,0.27502,v/at
-0.93433,-0.97969,0.1302,1.31156,2.06476,0.06807,-0.44007,-0.84992,-0.93251,-2.34878,0.12269,0.0476,0.18031,-0.24142,0.61646,-0.46159,0.49072,0.24738,0.04691,0.92707,-0.26543,0.32347,0.03727,-0.0925,0.78119,v/at
0.26403,0.25036,0.31885,0.67062,0.58563,-0.64685,-0.64604,-0.03033,-0.37697,-0.39767,0.49397,0.40398,-0.04271,0.0204,0.84026,-0.24189,0.76594,0.49675,0.29201,0.98191,-0.0122,0.56928,0.05971,0.10136,0.94021,v/at
-0.86372,-1.02803,-0.01961,0.88443,1.25603,-0.05137,-0.36779,-0.27875,-0.16709,-1.60786,0.60207,-0.05202,0.09766,-0.28902,0.47064,0.2106,0.46281,-0.15427,0.03528,0.80216,0.3016,0.21385,-0.06997,-0.16324,0.61287,v/at
-2.09123,-2.94097,0.39228,1.39764,2.16239,1.36527,0.17207,-1.82666,-1.19322,-2.87491,-0.21771,-0.79807,0.54895,-0.62201,-0.47522,0.0314,-0.77754,0.53564,-0.70003,-0.25663,0.21127,-0.76896,0.57922,-0.63902,-0.46688,v/at
-1.17307,-2.37747,0.31856,1.05192,0.84921,0.61728,0.44343,-1.0383,-0.47445,-1.5373,0.25251,-0.58459,0.43705,-0.55945,-0.12121,0.55819,-0.65774,0.40935,-0.65072,-0.12517,0.69357,-0.662,0.47985,-0.59453,-0.31352,v/at
-0.8956,-2.06105,1.02827,1.44179,0.6957,0.31652,-0.09096,-1.12801,-0.70051,-1.41345,0.30108,-0.32823,0.22994,-0.41095,0.20601,0.54276,-0.42501,0.18495,-0.50151,0.16858,0.68888,-0.34614,0.22456,-0.42137,0.12206,v/at
1.28233,0.44651,0.55177,0.92293,0.24795,-1.29678,-0.87188,-0.56827,-0.49064,0.56605,0.13652,0.38922,0.00353,0.00484,0.86047,-0.43116,0.51221,0.11171,0.10243,0.97082,-0.06751,0.60837,-0.00391,0.09589,0.97776,v/at
-0.11416,-1.00726,1.06617,1.69063,0.98682,-0.65106,-0.82657,-1.22777,-0.87274,-0.84827,0.41999,0.27823,-0.0871,-0.03615,0.76098,0.33248,0.2135,-0.12406,-0.09075,0.74395,0.48267,0.35456,-0.17367,-3e-05,0.75775,v/at
1.05458,0.14187,0.59181,1.0908,0.08376,-1.55745,-1.10752,-0.17984,-0.24425,0.74746,0.48941,0.5366,-0.39295,0.17061,0.86056,0.45707,0.71348,-0.70793,0.37806,0.92711,0.47349,0.6452,-0.48809,0.22136,0.8755,v/at
1.27021,1.81168,-0.44392,0.22523,0.43508,-1.29206,-1.48075,0.43581,-0.22053,0.92916,0.21803,0.69233,0.13332,0.16088,1.01262,-0.87591,0.97655,0.90899,0.5497,1.09322,-0.4755,0.87337,0.32175,0.32201,1.12335,v/at
0.1592,0.1689,0.19612,-0.00518,-0.77787,-0.30937,0.55768,0.2724,0.34687,0.31578,0.07873,-0.49692,0.51788,-0.51846,-0.01865,0.45455,-0.69731,0.43553,-0.63159,-0.30382,0.53847,-0.62736,0.48615,-0.56022,-0.27633,v/at
0.23672,0.8124,-0.35482,-1.44185,-1.17773,0.53017,1.26787,1.05425,0.25858,0.98145,-0.54934,-0.96772,0.64162,-0.63601,-1.3339,0.0961,-1.07432,0.65439,-0.75352,-1.61086,0.29401,-0.98072,0.70021,-0.66696,-1.40544,ac
0.65922,0.64341,-0.21517,0.89301,0.55751,-1.49036,-1.14488,0.30118,-0.02743,0.21922,-0.73603,0.48454,-0.07599,0.03279,0.88989,-0.9457,0.89297,-0.36985,0.3396,0.95819,-0.94344,0.64978,-0.12674,0.06435,0.90895,v/at
-1.42332,-2.92962,0.65822,1.32009,2.14032,0.87823,-0.36466,-1.48532,-1.13929,-2.38503,0.0546,-0.41064,0.3421,-0.47264,0.13909,-0.34553,-0.28212,0.39912,-0.49936,0.4278,-0.04458,-0.27743,0.34607,-0.45294,0.29868,v/at
-0.42597,0.04144,-0.62245,0.46618,0.95094,-1.42417,-1.13398,0.87007,0.46637,0.14456,0.27597,0.17769,-0.39938,0.02631,0.51404,0.48773,0.63545,-1.06008,0.39841,0.62882,0.18068,0.25298,-0.38976,0.00767,0.5332,v/at
-0.11288,0.29911,-0.50482,0.53799,0.49993,-1.41163,-0.83948,1.01292,0.38727,0.17946,0.28141,0.22634,-0.37994,0.02878,0.55943,0.35817,0.75367,-1.09409,0.48465,0.6988,0.10707,0.36565,-0.46842,0.08456,0.60438,v/at
-0.08637,-0.40608,0.38719,1.07644,0.99003,-1.14203,-1.30095,-0.31024,-0.37671,0.06018,0.78354,-0.04918,-0.09007,-0.19543,0.40156,1.27197,-0.12421,-0.28207,-0.21661,0.28494,0.91035,-0.09241,-0.11701,-0.2051,0.31121,v/at
0.51432,1.33309,-0.906,-0.27044,0.01958,-1.59043,-1.17927,1.5449,0.71947,1.40646,1.33491,0.18484,-0.31016,0.00456,0.51269,1.34092,0.67454,-0.89388,0.40215,0.62644,1.20833,0.2746,-0.35026,0.05919,0.58098,v/at
0.94955,1.02678,-0.42238,0.50965,0.13283,-1.77437,-1.57537,0.76431,0.29479,1.27728,1.18967,0.62538,-0.81382,0.45243,0.7474,0.90271,1.20167,-1.27999,0.95855,0.93999,0.89943,0.87256,-0.86361,0.56088,0.8883,v/at
0.02661,0.4319,-0.75514,0.10207,0.18845,-1.19293,-0.71149,0.98776,0.80047,0.45796,1.49338,0.14141,-0.4483,0.03917,0.33884,1.57118,0.72662,-1.325,0.54569,0.48456,1.35307,0.30712,-0.58378,0.12817,0.4203,v/at
